 "tick" "sappalphas" "sappbetas" "sappalpha_ds" "sappbeta_ds"
 0 0 0 0 0
 1 0 0 0 0
 2 3 0 0 0
 3 3 0 1 0
 4 4 0 1 0
 5 4 0 2 0
 6 4 0 3 0
 7 4 0 3 0
 8 4 0 3 0
 9 4 0 3 0
 10 4 0 3 0
 11 4 0 3 0
 12 5 0 3 0
 13 5 0 4 0
 14 5 0 5 0
 15 5 0 5 0
 16 5 0 5 0
 17 5 0 5 0
 18 5 0 5 0
 19 5 0 5 0
 20 5 0 5 0
 21 5 0 5 0
 22 5 0 5 0
 23 6 0 5 0
 24 6 0 5 0
 25 6 0 5 0
 26 6 0 5 0
 27 6 0 5 0
 28 6 0 5 0
 29 6 0 5 0
 30 6 0 5 0
 31 6 0 5 0
 32 6 0 5 0
 33 6 0 5 0
 34 6 0 5 0
 35 6 0 5 0
 36 6 0 5 0
 37 6 0 5 0
 38 6 0 5 0
 39 6 0 5 0
 40 6 0 5 0
 41 6 0 5 0
 42 6 0 5 0
 43 6 0 5 0
 44 6 0 5 0
 45 6 0 5 0
 46 7 0 5 0
 47 7 0 5 0
 48 7 0 5 0
 49 7 0 5 0
 50 7 0 5 0
 51 7 0 5 0
 52 7 0 5 0
 53 7 0 5 0
 54 7 0 5 0
 55 8 0 5 0
 56 8 0 5 0
 57 8 0 5 0
 58 8 0 5 0
 59 8 0 5 0
 60 8 0 5 0
 61 8 0 5 0
 62 9 0 5 0
 63 9 0 5 0
 64 9 0 5 0
 65 10 0 5 0
 66 10 0 5 0
 67 10 0 5 0
 68 10 0 5 0
 69 10 0 5 0
 70 10 0 5 0
 71 10 0 5 0
 72 10 0 5 0
 73 10 0 5 0
 74 10 0 5 0
 75 10 0 5 0
 76 10 0 5 0
 77 10 0 5 0
 78 10 0 5 0
 79 10 0 5 0
 80 10 0 5 0
 81 10 0 5 0
 82 10 0 5 0
 83 10 0 5 0
 84 10 0 5 0
 85 10 0 5 0
 86 10 0 5 0
 87 10 0 5 0
 88 10 0 5 0
 89 10 0 5 0
 90 10 0 5 0
 91 10 0 5 0
 92 10 0 5 0
 93 10 0 5 0
 94 10 0 5 0
 95 10 0 5 0
 96 10 0 5 0
 97 10 0 5 0
 98 10 0 5 0
 99 10 1 5 0
 100 10 1 5 0
